gbifID,type,format,URL,references,license,group,Common Name,Scientific Name
1500204467,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_acuta_DIG0195_03_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Anas_acuta_DIG_195_3_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Northern Pintail,Anas acuta
1500204466,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_acuta_DIG0195_05_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Anas_acuta_DIG_195_5_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Northern Pintail,Anas acuta
1500204465,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_acuta_DIG0195_01_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Anas_acuta_DIG_195_1_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Northern Pintail,Anas acuta
1500204464,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_acuta_DIG0195_04_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Anas_acuta_DIG_195_4_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Northern Pintail,Anas acuta
1500204463,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_acuta_DIG0195_02_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Anas_acuta_DIG_195_2_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Northern Pintail,Anas acuta
1482861361,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0116_41_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_116_41_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861360,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0123_01_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_123_1_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861359,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0126_58_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_126_58_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861358,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0111_25_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_111_25_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861357,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0126_57_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_126_57_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861356,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0125_56_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_125_56_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861355,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0116_40_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_116_40_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861354,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0112_26_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_112_26_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861352,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0112_29_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_112_29_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861347,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0124_54_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_124_54_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861342,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0120_47_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_120_47_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861338,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_09_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_110_9_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861334,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0111_18_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_111_18_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861325,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_16_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_110_16_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861312,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_07_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_109_7_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861309,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0112_30_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_112_30_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861270,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0124_55_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_124_55_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861269,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0125_57_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_125_57_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861268,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0117_42_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_117_42_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861267,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0122_49A_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_122_49_11&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861266,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0119_47_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_119_47_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861265,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0113_33_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_113_33_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861264,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0112_31_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_112_31_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861263,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0114_36_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_114_36_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861261,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0112_28_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_112_28_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861260,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0121_49_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_121_49_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861259,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0120_49_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_120_49_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861258,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0113_34_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_113_34_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861256,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0114_37_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_114_37_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861255,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0121_49A_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_121_49_11&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861253,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0112_32_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_112_32_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861252,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0114_36A_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_114_36_11&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861250,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0121_50_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_121_50_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861246,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0113_35_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_113_35_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861245,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0113_32_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_113_32_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861242,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0119_46_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_119_46_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861241,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0117_40_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_117_40_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861237,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0120_48_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_120_48_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861236,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0124_52_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_124_52_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861223,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_12_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_110_12_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861217,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_15_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_110_15_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861215,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_13_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_110_13_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861173,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_02_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_109_2_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861172,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0112_27_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_112_27_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861161,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0124_53_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_124_53_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861149,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_10_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_110_10_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861147,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0117_41_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_117_41_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861146,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_04_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_109_4_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861142,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_06_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_109_6_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861132,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0117_43_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_117_43_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861117,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_08_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_110_8_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861099,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0111_24_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_111_24_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861092,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_08_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_109_8_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861080,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_03_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_109_3_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861079,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_05_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_109_5_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
1482861074,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_01_short.mp3,http://www.tierstimmenarchiv.de/webinterface/contents/showdetails.php?edit=-1&unique_id=TSA:Acrocephalus_palustris_Bru_DAT_109_1_0&autologin=true,http://creativecommons.org/licenses/by-nc-sa/4.0/,Aves,Marsh Warbler,Acrocephalus palustris
